('2017-04-15 19:38:24'," '$SPY ""NO MERCY!! $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY‰Û_ https://t.co/ehpxyaSarH')",,,,,
('2017-04-15 19:30:20', 'RT @420WeedStreet: $SPY @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY LOL..Yeah‰Û_'),,,,,
('2017-04-15 19:28:16', '$SPY @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY LOL.‰Û_ https://t.co/sGxRyIYJyb'),,,,,
('2017-04-15 19:13:53', 'I have redflag on banks interest rates keep slipping on the tbt.even as the fed keeps talking about higher rates $jpm $bac $wfc $gs $c'),,,,,
('2017-04-15 19:00:20', 'Wells Fargo: Losing The Long Game $WFC $JPM $BAC https://t.co/KcQ1g8M6zd'),,,,,
('2017-04-15 19:00:14', '#Earnings Results in Focus $C $JPM $WFC https://t.co/X8NwaDOmKo'),,,,,
('2017-04-15 18:55:04', 'Wells Fargo: Losing The Long Game $WFC $JPM $BAC https://t.co/g15DQ0MlEX'),,,,,
('2017-04-15 18:40:10', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/NFNXjlBAKl‰Û_ https://t.co/Cqi5sj6NGr'),,,,,
('2017-04-15 18:38:01', '7 Key Events From Last Week | $QCOM $INTC $UAL $JPM $WFC $C $BRK.A $BRK.B $WMT $AMZN $DAL $AAL | https://t.co/qujwsri6DN'),,,,,
('2017-04-15 18:24:10'," ""Is Bank of America's Upside Gone? | $BAC $C $GS $WFC $DB $MS $JPM $BCS $CS $ALLY | https://t.co/NJjqstsgPq"")",,,,,
('2017-04-15 18:07:13', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/nx5m0vkkt2'),,,,,
('2017-04-15 18:06:55', '$FB Jim #Cramer: Forget Bank #Earnings Focus On #Facebook https://t.co/9IdXcEkzcu $WFC $BAC $XLF $C $SPY $JPM $GS $MS #stocks #stockmarket'),,,,,
('2017-04-15 18:06:39', 'RT @EatSleepNTrade: How am i calling the bottom in $GILD you ask? The selling got less violent into a double bottom. $IBB $BIIB $KITE $AMGN‰Û_'),,,,,
('2017-04-15 17:57:06', 'Investing In A World Of Black Swans $JPM https://t.co/LDRNTpdz5w'),,,,,
('2017-04-15 17:40:19'," ""RT @Path_Trading: 'Markets Hats Haircuts &amp; Crab' #67 &gt; The Money Path Podcast\n\nLISTEN HERE -&gt; https://t.co/ybTrrsYO37\n\n$QSR $WMT $UAL $AD‰Û_"")",,,,,
('2017-04-15 17:05:57'," 'RT @420WeedStreet: $SPY ""Crazy Fat #NorthKorean Kid"" $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $US‰Û_')",,,,,
('2017-04-15 16:46:25', 'RT @Chase: $JPM reports 1Q17 net income of $6.4B $1.65 EPS on revenue of $25.6B; ROTCE of 13%. https://t.co/DkixRg0t3h'),,,,,
('2017-04-15 16:46:16'," ""RT @Chase: $JPM's Annual Report and Proxy is now available. Read it here: https://t.co/vFrzcwghHs https://t.co/VmyZczgsQC"")",,,,,
('2017-04-15 16:46:08', 'RT @Chase: Jamie Dimon will discuss his annual letter (and more) live over at https://t.co/yc65p56ruS. $JPM #TuneIn https://t.co/2bBCnz0Umb'),,,,,
('2017-04-15 16:46:06'," ""RT @Chase: Jamie Dimon's annual shareholder letter just posted. Check it out here. $JPM https://t.co/hMoVGF1Ckf"")",,,,,
('2017-04-15 16:36:04'," ""RT @StockTwits: The 3 BEST performing stocks in the Dow this year\n\n$AAPL +29%\n$BA +25%\n$JPM +23%\n\nHere's the full list: https://t.co/R9beda‰Û_"")",,,,,
('2017-04-15 16:23:41', 'Bank lending stalls on doubts about pro-growth agenda https://t.co/57GkmrKRui $JPM $WFC $C #tax #reform #regulatory'),,,,,
('2017-04-15 16:14:17'," ""Earnings Season's Back: Stocks With Big Upside $ABT $C $JPM $SYNT $USG via @benzinga https://t.co/B6GAPbuyzq"")",,,,,
('2017-04-15 16:12:33'," 'RT @420WeedStreet: $SPY ""Crazy Fat #NorthKorean Kid"" $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $US‰Û_')",,,,,
('2017-04-15 16:09:18'," '$SPY ""Crazy Fat #NorthKorean Kid"" $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI‰Û_ https://t.co/j0AkJp0QyK')",,,,,
('2017-04-15 16:02:01', 'a strong break below 85 $JPM https://t.co/SeaqOoY6MD TV_TradingIdeas'),,,,,
('2017-04-15 15:57:27', 'a strong break below 85 - $JPM chart https://t.co/yxcvFDCTvZ'),,,,,
('2017-04-15 15:57:27', 'a strong break below 85 $JPM https://t.co/lTsIiEXZVy'),,,,,
('2017-04-15 15:53:39'," 'RT @jpmorgan: $JPM Research: ""We expect S&amp;P 500 to reach 2400 by year-end 2017.""  See more insights. https://t.co/JHxb64nZyY')",,,,,
('2017-04-15 15:44:17'," ""'Markets Hats Haircuts &amp; Crab' #67 &gt; The Money Path Podcast\n\nLISTEN HERE -&gt; https://t.co/ybTrrsYO37\n\n$QSR $WMT‰Û_ https://t.co/P863TocLew"")",,,,,
('2017-04-15 15:40:17', 'RT @420WeedStreet: $SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $ https:/‰Û_'),,,,,
('2017-04-15 15:40:16', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/cKp‰Û_'),,,,,
('2017-04-15 15:38:06', '$SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $ https://t.co/bwbAtfa7pZ'),,,,,
('2017-04-15 15:37:31', '$tst Maybe our madman friend will make a good friend in jail? $exel $shak $cake $mcd $agn $vrx $twtr $aa $mcd $jpm https://t.co/HqC6VlwAIo'),,,,,
('2017-04-15 15:37:27', '$SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/cKpKudQcJk'),,,,,
('2017-04-15 15:36:13', 'RT @420WeedStreet: $SPY Piggy has been put on check by @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJIA‰Û_'),,,,,
('2017-04-15 15:32:26', '$SPY Piggy has been put on check by @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB‰Û_ https://t.co/WdLo8YxfgI'),,,,,
('2017-04-15 14:25:19', '#DOJ = #revolvingDoor political appointees + #NeoMafia #Moles lying in wait 4 a #RetirementMultiplier\n\n#ShawdowGov‰Û_ https://t.co/J0LWMrWSX0'),,,,,
('2017-04-15 13:55:55', '$JPM 1Q Earnings Preview: What Should Bank of America Shareholders Expect? https://t.co/h9oDBWYw9k'),,,,,
('2017-04-15 13:49:36'," ""RT @theflynews: Week in review: How Trump's policies moved stocks $GM $IBM $WMT $TSLA $BLK $BX $BAC $C $GS $JPM $MS $WFC $AET $ANTM‰Û_ https:‰Û_"")",,,,,
('2017-04-15 13:39:06'," ""RT @theflynews: Week in review: How Trump's policies moved stocks $GM $IBM $WMT $TSLA $BLK $BX $BAC $C $GS $JPM $MS $WFC $AET $ANTM‰Û_ https:‰Û_"")",,,,,
('2017-04-15 13:17:22', 'Q2 2017 Earnings Estimate for JPMorgan Chase &amp; Co. $JPM Issued By Jefferies Group https://t.co/z3cXViuLvd'),,,,,
('2017-04-15 13:12:51', 'Q2 2017 Earnings Estimate for JPMorgan Chase &amp; Co. $JPM Issued By Jefferies Group https://t.co/8CdWTOCbz0'),,,,,
('2017-04-15 13:10:46', 'Q2 2017 Earnings Estimate for JPMorgan Chase &amp; Co. $JPM Issued By Jefferies Group https://t.co/QEh8DsjkXy'),,,,,
('2017-04-15 12:33:56', 'A Guide to Putting CAN SLIM Concepts Into Action: https://t.co/a7nAY0cVJf $VZ $T $GS $CS $C $JPM $VIX $SPY'),,,,,
('2017-04-15 12:26:41', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Loomis Sayles &amp; Co. L P https://t.co/6WTrsQx4wK'),,,,,
('2017-04-15 10:59:26', 'RT @KBWfinthink: Ahead of earnings KBW analysts explore $JPM 1Q17 expectations &amp; $WFC‰Ûªs Board investigation via @barronsonline\nhttps://t.‰Û_'),,,,,
('2017-04-15 10:17:49'," ""RT @theflynews: Week in review: How Trump's policies moved stocks $GM $IBM $WMT $TSLA $BLK $BX $BAC $C $GS $JPM $MS $WFC $AET $ANTM‰Û_ https:‰Û_"")",,,,,
('2017-04-15 10:08:14', 'JPMorgan Chase &amp; Co. $JPM Shares Bought by Pacific Global Investment Management CO https://t.co/9qnOLNdAai'),,,,,
('2017-04-15 10:08:10', 'Wexford Capital LP Has $4.336 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/yYEL0t8HzA'),,,,,
('2017-04-15 10:01:34', 'RT @Benzinga: A Peek Into The Markets: Stock Futures Mostly Lower Ahead Of Initial Jobless Claims https://t.co/I64EP1B2Rs $APOG $BIIB $BMY‰Û_'),,,,,
('2017-04-15 09:58:11', 'JPMorgan Chase &amp; Co. $JPM Shares Bought by Pacific Global Investment Management CO https://t.co/S7JY9tAK0g'),,,,,
('2017-04-15 09:52:16', 'RT @TV_TradingIdeas: future buy if comes in zone $JPM https://t.co/V8R6uj6fTr'),,,,,
('2017-04-15 09:23:59', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 09:16:40', 'future buy if comes in zone $JPM https://t.co/MzFeFBAiyt TV_TradingIdeas'),,,,,
('2017-04-15 09:14:26', 'future buy if comes in zone $JPM https://t.co/V8R6uj6fTr'),,,,,
('2017-04-15 09:14:21', '$JPM technical alerts: Expansion Breakdown Reversal New Lows Setup and Stochastic Reached Oversold  https://t.co/DriKcVicKg'),,,,,
('2017-04-15 09:09:51', 'Commented on StockTwits: 3 of 5 $INTC $JNJ $JPM $KO $MCD $MMM dark red arrows strong sell signals ‰Û_‰Û_ https://t.co/IAyHCnroGM'),,,,,
('2017-04-15 07:30:31', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 07:22:04', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 07:17:48', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 07:17:22'," ""RT @StockTwits: The 3 BEST performing stocks in the Dow this year\n\n$AAPL +29%\n$BA +25%\n$JPM +23%\n\nHere's the full list: https://t.co/R9beda‰Û_"")",,,,,
('2017-04-15 07:16:57', 'RT @eWhispers: #earnings $JPM $C $WFC $TSM $DAL $FAST $PIR $PNC $OZRK $INFY $SEAC $FRC $SJR $APOG $CBSH $SLP $FHN $STRM $MTSC $LAYN https:/‰Û_'),,,,,
('2017-04-15 06:28:01', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 06:14:49', 'RT @420WeedStreet: $SPY $PCLN  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t‰Û_'),,,,,
('2017-04-15 06:13:24', '$SPY $PCLN  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/xxP4Ronx5H'),,,,,
('2017-04-15 06:12:26', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 06:05:30', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:55:54', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:50:20', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:48:13', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:44:26', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:43:41', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:37:06', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:36:45', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:36:43', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:36:19', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:35:30', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:34:58', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:34:41', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:33:15', 'RT @marketexclusive: Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/z‰Û_'),,,,,
('2017-04-15 05:23:52', 'Analyst Activity ‰ÛÒ Keefe Bruyette &amp; Woods Reiterates Market Perform on JPMorgan Chase &amp; Co. (NYSE:JPM) https://t.co/zoezS5VbvH $JPM'),,,,,
('2017-04-15 04:54:08'," ""RT @420WeedStreet: $SPY What's next? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PC‰Û_"")",,,,,
('2017-04-15 04:51:36'," ""$SPY What's next? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX‰Û_ https://t.co/cPVXSeeCsI"")",,,,,
('2017-04-15 04:50:05', 'RT @420WeedStreet: $SPY @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN htt‰Û_'),,,,,
('2017-04-15 04:48:59', '$SPY @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN https://t.co/6cdSdZnw1a'),,,,,
('2017-04-15 04:35:02', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/2Y9‰Û_'),,,,,
('2017-04-15 04:15:07'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/fhMmdjxaHM $jpm $nvda $cvx $hpq #FridayFeeling"")",,,,,
('2017-04-15 04:04:10', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/2Y9‰Û_'),,,,,
('2017-04-15 04:02:59', 'RT @arnabch01: #AI #ML #BigData #HPC #fintech #roboadvisor to revolutionize #AssetManagement #banking $BLK $C $JPM $GS $WFC $MS $BK https:/‰Û_'),,,,,
('2017-04-15 03:45:43', 'RT @pbrat40plus: NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/brKEqI2yIQ #Trading‰Û_'),,,,,
('2017-04-15 03:40:11'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/Yycairc0fy $jpm $nvda $cvx $hpq #FridayFeeling"")",,,,,
('2017-04-15 03:40:10', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/brKEqI2yIQ‰Û_ https://t.co/mTZPQreO6a'),,,,,
('2017-04-15 03:40:10', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/TkRQ63uvj9‰Û_ https://t.co/stjemGEutS'),,,,,
('2017-04-15 03:40:10', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/bXFAS9msL6‰Û_ https://t.co/dHvQ4kUV0B'),,,,,
('2017-04-15 03:40:09', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/kv64bB5K7S‰Û_ https://t.co/Cj5GuP6HAt'),,,,,
('2017-04-15 03:40:09', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/GYUh742Md8‰Û_ https://t.co/eX70RYggDI'),,,,,
('2017-04-15 03:40:09', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/Vobffd2Lsd‰Û_ https://t.co/YBxuIyiO4b'),,,,,
('2017-04-15 03:35:04'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/vT9HmoiNbp $jpm $nvda $cvx $hpq #FridayFeeling"")",,,,,
('2017-04-15 03:35:02', 'RT @420WeedStreet: $SPY Oh-Oh BOMBS AWAY!! $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UV‰Û_'),,,,,
('2017-04-15 03:30:18'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/SOm8rjvuBZ $jpm $nvda $cvx $hpq #FridayFeeling"")",,,,,
('2017-04-15 03:10:23', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/fhMmdjxaHM $jpm $csco #FridayBlogs #NYC'),,,,,
('2017-04-15 03:09:24', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/2Y9‰Û_'),,,,,
('2017-04-15 03:07:05', '$SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/2Y9uLtEjdb'),,,,,
('2017-04-15 03:05:22', 'RT @420WeedStreet: $SPY Oh-Oh BOMBS AWAY!! $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UV‰Û_'),,,,,
('2017-04-15 03:02:02', '$SPY Oh-Oh BOMBS AWAY!! $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO‰Û_ https://t.co/TdDN7INloo'),,,,,
('2017-04-15 02:35:05', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/Yycairc0fy $jpm $csco #FridayBlogs #NYC'),,,,,
('2017-04-15 02:30:42', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/vT9HmoiNbp $jpm $csco #FridayBlogs #NYC'),,,,,
('2017-04-15 02:25:04', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/SOm8rjvuBZ $jpm $csco #FridayBlogs #NYC'),,,,,
('2017-04-15 01:44:50'," ""RT @WeiyenZhao: $JPM just announced their plan to takeover US's mortgage market. What's your move @POTUS @stevenmnuchin1? https://t.co/20‰Û_"")",,,,,
('2017-04-15 01:44:38'," ""@jimcramer $YELP $ING about $C and $PNC just hung the Da moon... says $JPM see's nothing but roses ahead.. $C Video\n\nhttps://t.co/Lt24xRVrnb"")",,,,,
('2017-04-15 01:37:00'," ""RT @theflynews: Week in review: How Trump's policies moved stocks $GM $IBM $WMT $TSLA $BLK $BX $BAC $C $GS $JPM $MS $WFC $AET $ANTM‰Û_ https:‰Û_"")",,,,,
('2017-04-15 01:26:37', '$GS $MS $JPM\nBlue mid dotted TLs breaking down on US banks https://t.co/qS0XBgm9Df'),,,,,
('2017-04-15 01:24:09', 'April 13 2017 Market Wrap Up https://t.co/YAsgjpWADM $vix $jpm $wfc $c $dht $osk $uso $tlt $gld #economicdata #'),,,,,
('2017-04-15 01:19:44', 'RT @StockTwits: You need to get this on your calendar.\n\nJP Morgan Wells Fargo and Citi all report earnings next week: https://t.co/pVduOi4‰Û_'),,,,,
('2017-04-15 01:17:45', 'RT @StockTwits: You need to get this on your calendar.\n\nJP Morgan Wells Fargo and Citi all report earnings next week: https://t.co/pVduOi4‰Û_'),,,,,
('2017-04-15 01:00:15', '$JPM Exclusive: Quicken Loans focuses on space for potential big 1000-worker move... https://t.co/MOao3dVNUZ'),,,,,
('2017-04-15 00:55:22', 'JPMorgan: TP Raised To $103 $JPM https://t.co/7eIBwclJjC https://t.co/XbRV7h4iz7'),,,,,
('2017-04-15 00:55:08', 'RT @SeekingAlpha: Wells Fargo: Losing The Long Game https://t.co/pb9ypuDHtu $AXP $BAC $C $ISBC $JPM $WFC $BRK.A $BRK.B'),,,,,
('2017-04-15 00:55:07', '#manage strategic #risk at https://t.co/fhMmdjxaHM #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling'),,,,,
('2017-04-15 00:54:38', 'JPMorgan Delivers Remains A Solid Banking Stock $JPM https://t.co/o1xyFnfhID https://t.co/Yum4ZjDtXF'),,,,,
('2017-04-15 00:37:08'," ""RT @WeiyenZhao: $JPM just announced their plan to takeover US's mortgage market. What's your move @POTUS @stevenmnuchin1? https://t.co/20‰Û_"")",,,,,
('2017-04-15 00:31:53'," ""$JPM just announced their plan to takeover US's mortgage market. What's your move @POTUS @stevenmnuchin1?‰Û_ https://t.co/5RxapON8ZQ"")",,,,,
('2017-04-15 00:20:10', '#manage strategic #risk at https://t.co/Yycairc0fy #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling'),,,,,
('2017-04-15 00:15:09', '#manage strategic #risk at https://t.co/vT9HmoiNbp #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling'),,,,,
('2017-04-15 00:10:08', '#manage strategic #risk at https://t.co/SOm8rjvuBZ #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling'),,,,,
('2017-04-14 23:51:27', '@DowdEdward if he worked at $JPM he would get imunity'),,,,,
('2017-04-14 23:40:08', 'Is now a good time to buy $jpm $esrx $bac $ibm $mpc https://t.co/fhMmdjxaHM $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI'),,,,,
('2017-04-14 23:34:26', 'RT @LiveSquawk: $JPM JPMorgan Q1 17 Earnings Results:\n-EPS: $1.65 (Estimate $1.62)\n-Revenue: $25.6B (Estimate $24.57B)'),,,,,
('2017-04-14 23:27:38', 'Wells Fargo: Losing  https://t.co/7df9uJKBwW $AXP $BAC $C $ISBC $JPM $WFC $BRK.A $BRK.B'),,,,,
('2017-04-14 23:23:08', 'leahanne: 04/13/17 Volume Leader #7 - JPM 30528000 JP Morgan Chase &amp; Co $JPM 84.40 -1.00 -1.17% High today o https://t.co/PWGLXwoiFn'),,,,,
('2017-04-14 23:22:18', '$JPM $FNMA $FMCC JPMorgan wants to be Middle America‰Ûªs mortgage lender https://t.co/NiBcLAtAJ2'),,,,,
('2017-04-14 23:16:34', 'Wells Fargo: Losing The Long Game https://t.co/Xui8t7rFKy $AXP $BAC $C $ISBC $JPM $WFC $BRK.A $BRK.B'),,,,,
('2017-04-14 23:13:10', 'Wells Fargo: Losing The Long Game $AXP $BAC $C $ISBC $JPM $WFC $BRK.A $BRK.B https://t.co/GZ1sSrdgwa #Investing #Stocks'),,,,,
('2017-04-14 23:12:44', 'Wells Fargo: Losing The Long Game https://t.co/pb9ypuDHtu $AXP $BAC $C $ISBC $JPM $WFC $BRK.A $BRK.B'),,,,,
('2017-04-14 23:05:14', 'Is now a good time to buy $jpm $esrx $bac $ibm $mpc https://t.co/Yycairc0fy $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI'),,,,,
('2017-04-14 23:00:52', 'Is now a good time to buy $jpm $esrx $bac $ibm $mpc https://t.co/vT9HmoiNbp $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI'),,,,,
